4,2184988396,Mon Jun 15 16:43:03 PDT 2009,NO_QUERY,mncapitolgirl,Please feel free to check my blog out. Gonna take a break and will be back later 
0,1754933933,Sun May 10 07:48:21 PDT 2009,NO_QUERY,djphotography,"Just found out our neighbor, in his 40's, thinks he has prostrate cancer  Will have results this week..."
0,1989263226,Mon Jun 01 00:55:01 PDT 2009,NO_QUERY,dimant,shocking Topaz morning..sad story 
4,1881127368,Fri May 22 03:41:32 PDT 2009,NO_QUERY,bugsandfishes,"Ooh, Etsy is back up - running very sloooow but I'm on the front page! Yay  http://www.etsy.com"
0,1979453812,Sun May 31 03:06:50 PDT 2009,NO_QUERY,missyosigirl,wants a huggle from the star  can't wait for her to go home tomorrow.
4,2045127170,Fri Jun 05 10:16:32 PDT 2009,NO_QUERY,kiddfuturistic,O tru....aight naa @beauty_c ima try it....i hope it wrk cuz i dnt wanna be missin out on a lot of soda u feel me. 
0,1965332312,Fri May 29 15:44:01 PDT 2009,NO_QUERY,ANDi2EW,hahahahah i woke up at 9 today.. totally missed lecture and the quiz  open lab was useless. chipotle w/ silvera and jenny was greeat 8D
4,2062173875,Sat Jun 06 22:31:11 PDT 2009,NO_QUERY,photog357,"@GreatHairGuy @tamij specified COMFY boots! Please try to keep up, dear!  #hhrs"
4,2177442838,Mon Jun 15 06:06:52 PDT 2009,NO_QUERY,freegeek,@madmanweb somehow i can't imagine you listening to people's dukh bhari kahanis 
0,2214417954,Wed Jun 17 16:42:51 PDT 2009,NO_QUERY,estafford,"Boy oh boy, was taught an expensive and painful lesson... I never want an allergic skin reaction ever AGAIN "
0,2059972091,Sat Jun 06 18:00:31 PDT 2009,NO_QUERY,MellyBelly626,Having big problemw with Twitpic uploading from my phone...what is going on? It won't show any of the pics I email 
4,1970353705,Sat May 30 03:31:11 PDT 2009,NO_QUERY,Dragoon_Den,Lol im thinking about a song from a movie now 
0,2263419147,Sun Jun 21 00:45:46 PDT 2009,NO_QUERY,SoniaUlloa,dont be sad friend  ill keep you company
0,2252714659,Sat Jun 20 06:51:04 PDT 2009,NO_QUERY,TotallyHeather,"@babyjamazing As of Thursday, KStew and RPattz do not have Twitter  So everyone else is fake. I'll try to figure out the rest for you too"
4,2190386489,Tue Jun 16 02:34:52 PDT 2009,NO_QUERY,v_Lyn,please welcome brenda at twitterwold.. follow her @lil_venice.. 
4,1978416152,Sat May 30 23:17:29 PDT 2009,NO_QUERY,TrinityScar,@dementedpuppet Love you too. 
4,2001427240,Tue Jun 02 00:51:02 PDT 2009,NO_QUERY,tinaKY,"@davetran did you do vox in that cover too?? multi talented as...the guitar is really good  hehe the JT cover is sickk, "
4,1979024123,Sun May 31 01:20:00 PDT 2009,NO_QUERY,SteeveyyT,Laying in bed and falling asleep to the Across the Universe soundtrack  this will be ver pleasant.
0,1982280212,Sun May 31 10:53:37 PDT 2009,NO_QUERY,hunspirillen,The end of Egoland. http://egoland.dk/ You don't know what you've got until it's gone 
0,2014986207,Wed Jun 03 03:20:26 PDT 2009,NO_QUERY,lukedevo,@ahh_lyss_ahh Let the Lyndsie thing go please 
0,1983146600,Sun May 31 12:35:38 PDT 2009,NO_QUERY,BigAssBadger,"@SongoftheOss An excellent weekend, only let down by the fact that work beckons tomorrow, for I and my good lady "
4,1993580313,Mon Jun 01 10:36:19 PDT 2009,NO_QUERY,futuretheartist,Chillin with the misses today 
4,2049166912,Fri Jun 05 16:24:43 PDT 2009,NO_QUERY,Jenny_megs,@xmeandmrjonesx yeh and vise versa  - r u going to a warm up?!! You going to IOW the Thursday or Friday?! x
0,2053264103,Sat Jun 06 03:54:55 PDT 2009,NO_QUERY,Oliviadi1,"Went 2 a party 2day, had 2 dress up as Olivia the pig(kids tv show)also got no dinner cos mum made it way 2 hot and the tofu was weird "
4,1834940148,Mon May 18 04:40:40 PDT 2009,NO_QUERY,paulalobos,Reading through Spotify-agreement... 
4,2000971311,Mon Jun 01 23:28:17 PDT 2009,NO_QUERY,EDaria,Going to bed in Parksville tonight- great day with the King family!! 
4,2048594973,Fri Jun 05 15:27:27 PDT 2009,NO_QUERY,Ajax__hXc,watching the lost boys . . . Now who wouldn't want to be a vampire 
0,2184601085,Mon Jun 15 16:08:49 PDT 2009,NO_QUERY,itim_at_pinay,@UglyEgo they havent asid anything to be about my phone. aint this point im not sure there going to do anything bout 
4,2185488504,Mon Jun 15 17:27:28 PDT 2009,NO_QUERY,bradenwh,http://twitpic.com/7ia78 - Preview of the preview  (via @MuscleNerd)
0,2180297499,Mon Jun 15 10:16:41 PDT 2009,NO_QUERY,KaryPary,slightly tired of having an mia boyfriend 
4,1989315982,Mon Jun 01 01:05:43 PDT 2009,NO_QUERY,diorartist,i cant WAIT!! well...yes i can and i will...but i am excited 
4,2062559621,Sat Jun 06 23:35:22 PDT 2009,NO_QUERY,Twahn,@Muadgib Just relaxing mate. Wanna come over and hear tales of high adventure over a few beers? 
0,1690979374,Sun May 03 16:49:08 PDT 2009,NO_QUERY,AmyLynne83,"- PLEASE keep my roommate, Dominic, in your prayers. He's back in the hospital having surgery again. "
4,1977942733,Sat May 30 22:03:39 PDT 2009,NO_QUERY,Pete_Brown,"@devhammer hey, why have you been up late all week? ended 0d30? "
4,1882601580,Fri May 22 07:09:49 PDT 2009,NO_QUERY,trevaladiva,"Don Giovanna and Now Norma in June - I don't care if it's a small part, it's still cool "
0,2011969416,Tue Jun 02 19:51:31 PDT 2009,NO_QUERY,cheezey,@AMPRGroup good girl! I miss ya already  can you make an ny trip soon?!
0,2215573451,Wed Jun 17 18:19:30 PDT 2009,NO_QUERY,joethepod,center of pressure lecture = eaazy... but wasted 45 minutes playing a game on the g1 
4,2055996649,Sat Jun 06 10:20:10 PDT 2009,NO_QUERY,Emmaloveshearts,I GOT A MILEY WORLDDDDDD 
4,2175210853,Mon Jun 15 00:22:24 PDT 2009,NO_QUERY,ScottyA7,Gd Morning ppl 
0,1574005851,Tue Apr 21 03:51:36 PDT 2009,NO_QUERY,ariefole,@zanidia NIDI! Sorry i left you on the messenger 
4,1794619047,Thu May 14 06:12:37 PDT 2009,NO_QUERY,gduncan411,Heading out for TechEd. Man this drive into Downtown is killing me. Am going to be on This Week on Channel 9 today... I'm pretty excited. 
4,2060381370,Sat Jun 06 18:48:02 PDT 2009,NO_QUERY,Jesslyn42,@MckMama  The Mcknic 
4,2052017022,Fri Jun 05 23:25:11 PDT 2009,NO_QUERY,gratzer94,Soo.. I lied! I watched a little bit of @thirdday's concert in N. Ireland at the Fuel Festival. I watched The end of 'COTJ' and the rest! 
0,2258471066,Sat Jun 20 15:58:53 PDT 2009,NO_QUERY,supjoya,"I'm going through my photobucket account, and I really miss psychic Sam in SUPERNATURAL. "
4,1999457052,Mon Jun 01 20:15:04 PDT 2009,NO_QUERY,KREDRN,updated the MAC. cool new programs. 
0,2263638717,Sun Jun 21 01:22:36 PDT 2009,NO_QUERY,alexjmackey,good evening last night  pub meal in country side pub just outside Aylesbury. M25 closed on one junction = 1hr extra journey time back 
0,2055218376,Sat Jun 06 08:55:19 PDT 2009,NO_QUERY,stephrosevear,"@_hmj_ I wasn't watching  oh Safina. i've lost your number btw, text me?"
0,2232975420,Thu Jun 18 20:39:31 PDT 2009,NO_QUERY,laurapedro,just burned my popcorn. 
0,1968319314,Fri May 29 21:11:40 PDT 2009,NO_QUERY,Kaliope214,Late night snack at the Bridge: fish 'n chips 'n mushy peas. Um . . . okay? Super early call time Sat; gotta be in Maple Ridge by 4:30! 
0,2237174701,Fri Jun 19 05:19:31 PDT 2009,NO_QUERY,MarciaMarchi,@backstreetboys why don't u talk to Brazil? we love u too!!  kisses
4,1988747859,Sun May 31 23:15:25 PDT 2009,NO_QUERY,rbuerckner,@Headwellred Done 
4,1979535576,Sun May 31 03:28:05 PDT 2009,NO_QUERY,millieeeeemoo,@heycassadee baths are awesome 
0,2069063502,Sun Jun 07 15:11:42 PDT 2009,NO_QUERY,ashy_109,I dont know. What to think. 
0,1882131972,Fri May 22 06:17:40 PDT 2009,NO_QUERY,thestone19,Heading to VW to return my rental car cause mine is done being worked on ... Sad 
0,2324323339,Thu Jun 25 02:52:18 PDT 2009,NO_QUERY,Leyaa15,I'm Boreeed  any1 here ?!
0,1551797175,Sat Apr 18 10:00:02 PDT 2009,NO_QUERY,msproductions,Flight b4 us got canceled hoping ours at 3:30 won't Otherwise we have 2 drive 2 Dallas 2 get on R connection.  http://twitpic.com/3j4p8
4,1794544700,Thu May 14 06:03:05 PDT 2009,NO_QUERY,risxuh,@emmac14: the best time i had is with you 
0,1834349772,Mon May 18 02:35:53 PDT 2009,NO_QUERY,TheMakeUpMuse,@__mares__ I didn't go!  And i just saw your tweet about the Almond Lindt... double trouble!
0,1971987283,Sat May 30 08:19:24 PDT 2009,NO_QUERY,elliceyi,@JohnnyVengeance yes really 
4,1985893262,Sun May 31 17:58:29 PDT 2009,NO_QUERY,agnes_sp,"On Google Wave again, scanning the API doc  you can tell it's made in Australia:&quot;Debuggy&quot; &quot;Tweety&quot; &quot;Bloggy&quot; ... it's got the y  attitude "
4,2071568188,Sun Jun 07 19:36:15 PDT 2009,NO_QUERY,Lalaaaa,Photo: … well alrighty then . go head  http://tumblr.com/xsh1z9xtc
4,1933125354,Tue May 26 23:03:46 PDT 2009,NO_QUERY,minette95,@yanamatel heeey  whatsup?
4,1677578771,Sat May 02 02:50:54 PDT 2009,NO_QUERY,pattycor,@Eisolae It's not that late. Sometimes I bike until 7. 
0,1955893553,Thu May 28 20:48:34 PDT 2009,NO_QUERY,karlynnn,@christineoh she doesn't want to go  this reaaallly sucks. i'm thinking about stealing the car lol
0,1792732145,Thu May 14 00:03:38 PDT 2009,NO_QUERY,buvala,@guttedgrace I am SO sorry I forgot to get you today  I bet someone will let you borrow their car? (wink wink Stephy)
0,1969709768,Sat May 30 00:56:57 PDT 2009,NO_QUERY,Aniela702,Maybe it's time to nudge some people. I'm getting pretty lonely out here. 
4,1970308574,Sat May 30 03:19:35 PDT 2009,NO_QUERY,whatyoumeant,I'm so excited! It's gonna be a beautiful day 
4,2047856773,Fri Jun 05 14:17:07 PDT 2009,NO_QUERY,Yentlll,@TheEllenShow Haha oh my!  Nice that you post some links on Twitter ...
4,2188488726,Mon Jun 15 21:59:40 PDT 2009,NO_QUERY,missyp0815,time for bed...babysitting for about 12 hours tomorrow but i love the little guy!! 
4,2190666179,Tue Jun 16 03:23:03 PDT 2009,NO_QUERY,AustinSolomona, almost done wit the painting tired as crap. Sleep time.&quot;in love with u&quot;- ziggy marley and erykah badu
0,2195315860,Tue Jun 16 10:58:11 PDT 2009,NO_QUERY,dingoagogo,Now the Eagle. Molly's too short 
0,1836367965,Mon May 18 07:52:19 PDT 2009,NO_QUERY,LDubbs14,@shawpants I'm coming to ny...and you're leaving 
0,1993616797,Mon Jun 01 10:39:52 PDT 2009,NO_QUERY,TI3GIB,"@kristianc man, &quot;unavoidably leaving a bad taste in your mouth either way&quot; would have been a much better reply #whatshouldhavebeen "
4,1968750036,Fri May 29 22:07:38 PDT 2009,NO_QUERY,QUEENBITCH5150,@officialtila tell ray-j i said wuz up 
4,1557175744,Sun Apr 19 02:27:38 PDT 2009,NO_QUERY,spiller2,@TrustTommy good to hear! 
0,1754470594,Sun May 10 06:22:59 PDT 2009,NO_QUERY,alexjaynne,@itsroxy you cannnnnn't 
4,1955835486,Thu May 28 20:42:19 PDT 2009,NO_QUERY,mykito,@Emmanuel_7 i am changing over twitter accounts 
0,2260880668,Sat Jun 20 19:55:13 PDT 2009,NO_QUERY,jlafary,@corkangel76 I really wish i could be...i'm bummed 
0,1558763017,Sun Apr 19 09:19:58 PDT 2009,NO_QUERY,kennadear,@jabrinkworth 
4,1982034772,Sun May 31 10:23:42 PDT 2009,NO_QUERY,danielleeejonas,@mileycyrus miley i decided that i feel really bad for saying meanthings to you...i dont mean it im acually a huge fan of yours. Sorrrrry 
0,2193977632,Tue Jun 16 09:10:50 PDT 2009,NO_QUERY,FeeGigglez,Morning Tweet World!!! Have a big head ache!!!! 
4,1563992329,Mon Apr 20 01:13:37 PDT 2009,NO_QUERY,marcosc,@annevk woot! see you at Opera. You've gotta come around for dinner this week 
0,1881064191,Fri May 22 03:28:45 PDT 2009,NO_QUERY,chuckstar76,Getting fed up of poor memory mgmt on the bb - needs regular hard boots   #fb
4,2050322701,Fri Jun 05 18:27:53 PDT 2009,NO_QUERY,heymckate,"@Whitneyfleming @whentoyzattack There are a few differences, but so far they're fairly similar. I'm enjoying both the books and series. "
0,2321419570,Wed Jun 24 21:01:47 PDT 2009,NO_QUERY,thisisjoleeen,I should really start eating healthily. I can feel myself growing fatter. 
4,2180952846,Mon Jun 15 11:09:56 PDT 2009,NO_QUERY,LORENA86,@32Hollywood32 Camaro SS 
0,1822348909,Sat May 16 19:22:13 PDT 2009,NO_QUERY,templon,Just talked to my younger sister on the phone...I miss her 
0,2054181761,Sat Jun 06 06:45:41 PDT 2009,NO_QUERY,DivaWonderGirl,"oh, where's my iPhone? I can't find it anywhere  where did I put it last time?? I totally forgot! well, I'm going to look for it ("
0,2203924257,Wed Jun 17 00:52:31 PDT 2009,NO_QUERY,cyndleminstix,I want my happily ever after. I want a fairy tale ending. I want.. everything I thought I had. 
4,2044463589,Fri Jun 05 09:23:45 PDT 2009,NO_QUERY,NeilRBennett,Why do pure designers hate it when web designers come up with better ideas than them?  
4,1932775414,Tue May 26 22:11:30 PDT 2009,NO_QUERY,rahulborade,@manerikarp : try it and see the results  u can concentrate on more imp things rather than being in loop
4,2055590456,Sat Jun 06 09:35:43 PDT 2009,NO_QUERY,Sk8rboi9,New to twitter. Follow me. 
4,2186012826,Mon Jun 15 18:13:51 PDT 2009,NO_QUERY,JenLovesJoey,@Berlin2JP Driving in Boston is crazy! That coming from a Californian!  I have no idea how long it'll take or what traffic is like 4 u.
0,2199220356,Tue Jun 16 17:11:20 PDT 2009,NO_QUERY,Gno2Smoothnwavy,bout to light up...need a smoke buddy 
0,2016372634,Wed Jun 03 06:39:48 PDT 2009,NO_QUERY,evilmanic,Tickets for tomorrow nights QI cancelled  I blame @stephenfry  - and I can't go for when they offered other tickets
0,1932832127,Tue May 26 22:19:30 PDT 2009,NO_QUERY,KathleenGr3y,This movie STEPMOM gets me every time! SO sad. 
4,1825584567,Sun May 17 06:12:13 PDT 2009,NO_QUERY,CaraDeanne,..Is just getting to grip with using Twitter 
0,2219374079,Thu Jun 18 00:23:32 PDT 2009,NO_QUERY,alt42,@ProgrammerDan Not dangerous.  Just incredibly dumb.  
0,2237433797,Fri Jun 19 05:47:36 PDT 2009,NO_QUERY,ekta7,Listening to a banging tune on The Vault! Dunno what it's called though 
4,1973656169,Sat May 30 11:34:36 PDT 2009,NO_QUERY,Jodz101,"@rachybabeee hehe, don't worry i'm crying now "
4,2191668426,Tue Jun 16 05:44:37 PDT 2009,NO_QUERY,DisneyCentral,Taylor Swift looking pretty in pink at the CMA Festival  http://bit.ly/ifU2C
4,1793097264,Thu May 14 01:21:45 PDT 2009,NO_QUERY,dannydulberg,@MickyFin thanks for the quick response. will be checking them out 
4,1834490690,Mon May 18 03:08:09 PDT 2009,NO_QUERY,pagalguy,@sudhahariharan A Dilbert moment 
4,1990772346,Mon Jun 01 05:42:25 PDT 2009,NO_QUERY,tomcritchlow,"@Danger_Mouse thanks, glad you enjoyed it "
0,1966773548,Fri May 29 18:22:27 PDT 2009,NO_QUERY,dmitry,@erickschonfeld sorry that I tried to kill you   it just means that I love you 
0,2266830725,Sun Jun 21 09:10:18 PDT 2009,NO_QUERY,shhele,@mileycyrus i wanted to go 
0,1999537396,Mon Jun 01 20:23:31 PDT 2009,NO_QUERY,thebrewcrew5,is going to bed...gonna hang out with Tonya for her B~DAY 2morro!!! Wishes Maddie's arm was better! 
0,1833726189,Mon May 18 00:14:33 PDT 2009,NO_QUERY,carriebp,"A particularly brutal rejection has put me off writing. I never considered my ego to be fragile, but it apparently is. "
4,2049838242,Fri Jun 05 17:35:25 PDT 2009,NO_QUERY,giannamariee,its official. erins toes are bigger than mari's chiken wings. ahaaaa 
0,1984763828,Sun May 31 15:45:40 PDT 2009,NO_QUERY,SomeoneSomehow,Just got hacked on gaia 
4,1692784321,Sun May 03 20:46:35 PDT 2009,NO_QUERY,hayleyjfoster,"@Mandama004 We will 100% be playing a show at some stage during then, easy "
4,1979124965,Sun May 31 01:44:23 PDT 2009,NO_QUERY,igura81,watching &quot;scrubs&quot; season 1 
4,1999160876,Mon Jun 01 19:44:45 PDT 2009,NO_QUERY,mikojava,"@jameskobielus Try appending &quot;or not&quot; to new hype, such as current Google Wave blather ( http://bit.ly/k1sdx). Fun for all! OR NOT!!! "
4,2051747433,Fri Jun 05 22:42:39 PDT 2009,NO_QUERY,HumanFolly,@RoniDrama I am slowly learning all the NYC-isms. So far all my pots &amp; pans fit in my kitchen and none are under my bed 
0,2214498035,Wed Jun 17 16:49:45 PDT 2009,NO_QUERY,MaizeKraize,"I'm sad, but trying not to be.  Thankful for work, because in 3 days I won't be able to do what I used to every day... "
4,1834973216,Mon May 18 04:46:34 PDT 2009,NO_QUERY,fooiam,"@dstridsberg  7200 fonts, hope that won't affect start-up time like on windows "
0,2000783540,Mon Jun 01 22:57:17 PDT 2009,NO_QUERY,sublimechic2003,@DJ_AM and @trvsbrkr its not letting me download your free mixtape  is there another way?
4,1994652779,Mon Jun 01 12:15:10 PDT 2009,NO_QUERY,jose_santana,"@atticusjackson1 They are since they are low in calories, but not too many, since it has lots of salt. "
4,2059746228,Sat Jun 06 17:33:14 PDT 2009,NO_QUERY,megs_18,Home from scrapping and hanging out with bri 
0,1992497490,Mon Jun 01 08:50:59 PDT 2009,NO_QUERY,spiller2,FG still dont have a working RSS feed. 
0,1573527074,Tue Apr 21 01:35:26 PDT 2009,NO_QUERY,jdean81486,i need a screen door for my room!  its so hott!
4,1792590298,Wed May 13 23:36:11 PDT 2009,NO_QUERY,girlsaloudmedia,morning to those waking up  how is everyone. Not tweeted properly in 2 days or so as ive been busy
4,1971121495,Sat May 30 06:16:27 PDT 2009,NO_QUERY,nothingsir,@keyoperatedzero but you has headache. :x and you needs your sleepins. (and you can has sum jobro dreems i will send dem 2 u). ily 
0,2255785188,Sat Jun 20 11:47:08 PDT 2009,NO_QUERY,Mari234,I HATE MY MOM  whos with me??
0,2050190239,Fri Jun 05 18:13:42 PDT 2009,NO_QUERY,AliBite,I love my job but hate going to work  Haha frowny face.
4,1562360762,Sun Apr 19 19:48:04 PDT 2009,NO_QUERY,jorge421,@mrskutcher is the link available? Have been a fan since GH. Thanks for being so accessible.  New 2 twitter not sure how it works. 
0,2067751350,Sun Jun 07 12:53:48 PDT 2009,NO_QUERY,FashionGuru,SMDH at @Ari_So_Focused being put on Twime Out... I need her right now 
0,2246126199,Fri Jun 19 17:07:53 PDT 2009,NO_QUERY,ichthysfaith,@deezy_prime lol your a loser!! i haven't even seen the first one  never finshed it..
0,1973912164,Sat May 30 12:04:33 PDT 2009,NO_QUERY,kopigao,@debbieseraphina Wish I knew.. It's too complicated for me. Sorry 
0,2052919384,Sat Jun 06 02:32:49 PDT 2009,NO_QUERY,KIMMAAY,@shaundiviney http://twitpic.com/6qfml - Not Bradie!!! 
0,1558583598,Sun Apr 19 08:48:56 PDT 2009,NO_QUERY,Tortillia,so much fun at the wedding!  the dj played Unforgettable *they played it at grammas wake* jon and i danced to it while i cried 
0,1999797865,Mon Jun 01 20:50:29 PDT 2009,NO_QUERY,valerieism,duh. am i grounded? 
4,2063758825,Sun Jun 07 03:57:58 PDT 2009,NO_QUERY,RClapham,@HelloBabycakes Good morning 
4,1992090862,Mon Jun 01 08:10:57 PDT 2009,NO_QUERY,smartiecookie,"@alisonvroney Goin thru JustJaredJunior+ the vid4'You belong with me' had a internet problem!yh im in luv with that vid right now, ok! "
4,2016824041,Wed Jun 03 07:25:11 PDT 2009,NO_QUERY,roxy813,is waiting for Cam to decided what we are betting for...imma win i always do 
4,2057062852,Sat Jun 06 12:18:04 PDT 2009,NO_QUERY,howardberry,@pberry0 Yummy! I'm just back from Oma's 
4,1983415792,Sun May 31 13:06:47 PDT 2009,NO_QUERY,neyuu,@Supertoan got a fetish for my kicks  haha how was soccertournament?
0,2288523381,Mon Jun 22 19:16:20 PDT 2009,NO_QUERY,hiddenfocus_89,LOL @ Jon and Kate! SO sad actually. Poor kids. 
4,1557802438,Sun Apr 19 06:04:06 PDT 2009,NO_QUERY,acunningplan,"@Danilicious Hurray! &amp; Huzzah! I hope they are all okay. Get some sleep today, or maybe buy a new bed? "
0,1563672539,Sun Apr 19 23:45:59 PDT 2009,NO_QUERY,glasfurdwalker,wish they were at Coachella 
4,1565294026,Mon Apr 20 06:24:21 PDT 2009,NO_QUERY,sharkyire,20mins on the Bowflex now bfast and tv then listening to my lectures before I head to work! Busy bee 
4,1827667750,Sun May 17 11:11:41 PDT 2009,NO_QUERY,southernmojo,@daybreak1012 Thanks! I have to thank you and @krystyn13 for the inspiration provided by your blogs! 
0,2245942851,Fri Jun 19 16:51:58 PDT 2009,NO_QUERY,PaziiThaa,@officialtila babe..i cant see you   (I LOVE TILA TEQUILA @OfficialTila live &gt; http://ustre.am/3v2f)
4,1759693467,Sun May 10 19:46:42 PDT 2009,NO_QUERY,luxiele,"I've said goodbye to my boyfriend. Missing him so much already. Well, next week I'm back... "
0,2187916039,Mon Jun 15 21:00:18 PDT 2009,NO_QUERY,Danielle71690,tired wanting to read the twilight saga eclipse book and twilight saga breaking dawn i have to wait till the sister is done  o well
0,2265652187,Sun Jun 21 07:02:19 PDT 2009,NO_QUERY,ilovesterling,being up @ 10 is nor.mal 4 me. ive woken up @ 6:45 all last week for camp 
4,1793159904,Thu May 14 01:36:20 PDT 2009,NO_QUERY,manushee,@_alps  hehe i didnt even know it was an ebook week and actually finished an e book today morning ! 
0,1551268395,Sat Apr 18 08:36:01 PDT 2009,NO_QUERY,LovelyEnj,I think the East Coast is stealin all the good weather 
0,2067638505,Sun Jun 07 12:41:53 PDT 2009,NO_QUERY,fromanotherPOV,@xlbinney yeah  i'll be wrecked in the morning. :/
0,2052570593,Sat Jun 06 01:11:27 PDT 2009,NO_QUERY,KCSuzy,"ugh. talk about frustrating. I have to wait to get this stupid bank account set up before I get my money. I need cigarettes, too.  Sucks."
0,2237402103,Fri Jun 19 05:44:20 PDT 2009,NO_QUERY,rulesaremyenemy,@tinkerbell_pt What's wrong with nerds? 
0,2010813472,Tue Jun 02 18:00:42 PDT 2009,NO_QUERY,baileyloowho,@carlytron jessie and I can come visit youuu! Lol 
4,2010587893,Tue Jun 02 17:38:03 PDT 2009,NO_QUERY,Runewise,@Zyxst thanks  It was easy as there is no approval process in place - everybody is welcome 
0,1997107773,Mon Jun 01 16:16:02 PDT 2009,NO_QUERY,listle25,Worst unemployed person ever.  I have to do 1 thing--call an 800 number every 2 weeks.  I've failed for like 3 times in a row. 
